hmdb_id	name	pubchem_id	chebi_id	kegg_id	metlin_id	lipid	smiles	exactmass	formula	inchi_key	super_class	main_class	sub_class	synonym	chem_id	comp_id	derived_feature
HMDB0000023,HMDB0000336	3-hydroxyisobutyrate			""			""			""		Amino Acid	Leucine, Isoleucine and Valine Metabolism	3-hydroxyisobutyrate	111	1549	FALSE
HMDB0000355	3-hydroxy-3-methylglutarate			""			""			""		Lipid	Mevalonate Metabolism	3-hydroxy-3-methylglutarate	112	531	FALSE
HMDB0000619	cholate			""			""			""		Lipid	Primary Bile Acid Metabolism	cholate	136	22842	FALSE
HMDB0000020	4-hydroxyphenylacetate			""			""			""		Amino Acid	Phenylalanine Metabolism	4-hydroxyphenylacetate	144	541	FALSE
HMDB0000079	5,6-dihydrothymine			""			""			""		Nucleotide	Pyrimidine Metabolism, Thymine containing	5,6-dihydrothymine	158	1418	FALSE
HMDB0000157	hypoxanthine			""			""			""		Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	hypoxanthine	171	3127	FALSE
HMDB0004704	9,10-DiHOME			""			""			""		Lipid	Fatty Acid, Dihydroxy	9,10-DiHOME	179	38399	FALSE
HMDB0006270,HMDB0000673	linoleate (18:2n6)			""			""			""		Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	linoleate (18:2n6)	180	1105	FALSE
HMDB0000638	laurate (12:0)			""			""			""		Lipid	Medium Chain Fatty Acid	laurate (12:0)	181	1645	FALSE
HMDB0000232	quinolinate			""			""			""		Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	quinolinate	182	1899	FALSE
HMDB0001325	N6,N6,N6-trimethyllysine			""			""			""		Amino Acid	Lysine Metabolism	N6,N6,N6-trimethyllysine	189	1498	FALSE
HMDB0002064	N-acetylputrescine			""			""			""		Amino Acid	Polyamine Metabolism	N-acetylputrescine	192	37496	FALSE
HMDB0001015	N-formylmethionine			""			""			""		Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	N-formylmethionine	194	2829	FALSE
HMDB0000939	S-adenosylhomocysteine (SAH)			""			""			""		Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	S-adenosylhomocysteine (SAH)	197	42382	FALSE
HMDB0000115	glycolate (hydroxyacetate)			""			""			""		Xenobiotics	Chemical	glycolate (hydroxyacetate)	203	15737	FALSE
HMDB0001173	5-methylthioadenosine (MTA)			""			""			""		Amino Acid	Polyamine Metabolism	5-methylthioadenosine (MTA)	212	1419	FALSE
HMDB0001043	arachidonate (20:4n6)			""			""			""		Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	arachidonate (20:4n6)	229	1110	FALSE
HMDB0000517	arginine			""			""			""		Amino Acid	Urea cycle; Arginine and Proline Metabolism	arginine	231	1638	FALSE
HMDB0000191	aspartate			""			""			""		Amino Acid	Alanine and Aspartate Metabolism	aspartate	234	443	FALSE
HMDB0000669	2-hydroxyphenylacetate			""			""			""		Amino Acid	Phenylalanine Metabolism	2-hydroxyphenylacetate	235	1432	FALSE
HMDB0000755	3-(4-hydroxyphenyl)lactate			""			""			""		Amino Acid	Tyrosine Metabolism	3-(4-hydroxyphenyl)lactate	240	32197	FALSE
HMDB0000205	phenylpyruvate			""			""			""		Amino Acid	Phenylalanine Metabolism	phenylpyruvate	241	566	FALSE
HMDB0000056	beta-alanine			""			""			""		Nucleotide	Pyrimidine Metabolism, Uracil containing	beta-alanine	244	55	FALSE
HMDB0001008	biliverdin			""			""			""		Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	biliverdin	250	2137	FALSE
HMDB0000254	succinate			""			""			""		Energy	TCA Cycle	succinate	252	1437	FALSE
HMDB0000442,HMDB0000357,HMDB0000011	3-hydroxybutyrate (BHBA)			""			""			""		Lipid	Ketone Bodies	3-hydroxybutyrate (BHBA)	254	542	FALSE
HMDB0000067	cholesterol			""			""			""		Lipid	Sterol	cholesterol	266	63	FALSE
HMDB0001565	choline phosphate			""			""			""		Lipid	Phospholipid Metabolism	choline phosphate	267	34396	FALSE
HMDB0001547	corticosterone			""			""			""		Lipid	Corticosteroids	corticosterone	272	5983	FALSE
HMDB0002802	cortisone			""			""			""		Lipid	Corticosteroids	cortisone	273	1769	FALSE
HMDB0000562	creatinine			""			""			""		Amino Acid	Creatine Metabolism	creatinine	275	513	FALSE
HMDB0000078	cysteinylglycine			""			""			""		Amino Acid	Glutathione Metabolism	cysteinylglycine	278	35637	FALSE
HMDB0000192	cystine			""			""			""		Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	cystine	279	56	FALSE
HMDB0000252	sphingosine			""			""			""		Lipid	Sphingosines	sphingosine	297	17747	FALSE
HMDB0000626	deoxycholate			""			""			""		Lipid	Secondary Bile Acid Metabolism	deoxycholate	302	1114	FALSE
HMDB0000099	cystathionine			""			""			""		Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	cystathionine	310	15705	FALSE
HMDB0000269	sphinganine			""			""			""		Lipid	Sphingolipid Synthesis	sphinganine	313	17769	FALSE
HMDB0001248	flavin adenine dinucleotide (FAD)			""			""			""		Cofactors and Vitamins	Riboflavin Metabolism	flavin adenine dinucleotide (FAD)	327	2134	FALSE
HMDB0000134	fumarate			""			""			""		Energy	TCA Cycle	fumarate	330	1643	FALSE
HMDB0011737	gamma-glutamylglutamate			""			""			""		Peptide	Gamma-glutamyl Amino Acid	gamma-glutamylglutamate	331	36738	FALSE
HMDB0000625	gluconate			""			""			""		Xenobiotics	Food Component/Plant	gluconate	338	587	FALSE
HMDB0000661	glutarate (C5-DC)			""			""			""		Lipid	Fatty Acid, Dicarboxylate	glutarate (C5-DC)	339	396	FALSE
HMDB0000123	glycine			""			""			""		Amino Acid	Glycine, Serine and Threonine Metabolism	glycine	340	58	FALSE
HMDB0000138	glycocholate			""			""			""		Lipid	Primary Bile Acid Metabolism	glycocholate	342	18476	FALSE
HMDB0000128	guanidinoacetate			""			""			""		Amino Acid	Creatine Metabolism	guanidinoacetate	344	43802	FALSE
HMDB0000177	histidine			""			""			""		Amino Acid	Histidine Metabolism	histidine	355	59	FALSE
HMDB0000063	cortisol			""			""			""		Lipid	Corticosteroids	cortisol	356	1712	FALSE
HMDB0000965	hypotaurine			""			""			""		Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	hypotaurine	358	590	FALSE
HMDB0000195	inosine			""			""			""		Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	inosine	361	1123	FALSE
HMDB0000211	myo-inositol			""			""			""		Lipid	Inositol Metabolism	myo-inositol	363	1124	FALSE
HMDB0000172	isoleucine			""			""			""		Amino Acid	Leucine, Isoleucine and Valine Metabolism	isoleucine	376	1125	FALSE
HMDB0000510	2-aminoadipate			""			""			""		Amino Acid	Lysine Metabolism	2-aminoadipate	381	6146	FALSE
HMDB0002757	3-sulfo-alanine			""			""			""		Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	3-sulfo-alanine	382	47089	FALSE
HMDB0000904	citrulline			""			""			""		Amino Acid	Urea cycle; Arginine and Proline Metabolism	citrulline	391	2132	FALSE
HMDB0000687	leucine			""			""			""		Amino Acid	Leucine, Isoleucine and Valine Metabolism	leucine	397	60	FALSE
HMDB0003405	lysine			""			""			""		Amino Acid	Lysine Metabolism	lysine	407	1301	FALSE
HMDB0031518,HMDB0000156,HMDB0000744	malate			""			""			""		Energy	TCA Cycle	malate	409	1303	FALSE
HMDB0000696	methionine			""			""			""		Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	methionine	415	1302	FALSE
HMDB0000202	methylmalonate (MMA)			""			""			""		Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	methylmalonate (MMA)	418	1496	FALSE
HMDB0000220	palmitate (16:0)			""			""			""		Lipid	Long Chain Saturated Fatty Acid	palmitate (16:0)	424	1336	FALSE
HMDB0001406	nicotinamide			""			""			""		Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	nicotinamide	432	594	FALSE
HMDB0000827	stearate (18:0)			""			""			""		Lipid	Long Chain Saturated Fatty Acid	stearate (18:0)	439	1358	FALSE
HMDB0000214	ornithine			""			""			""		Amino Acid	Urea cycle; Arginine and Proline Metabolism	ornithine	444	1493	FALSE
HMDB0000226	orotate			""			""			""		Nucleotide	Pyrimidine Metabolism, Orotate containing	orotate	445	1505	FALSE
HMDB0003229	palmitoleate (16:1n7)			""			""			""		Lipid	Long Chain Monounsaturated Fatty Acid	palmitoleate (16:1n7)	452	33447	FALSE
HMDB0000159	phenylalanine			""			""			""		Amino Acid	Phenylalanine Metabolism	phenylalanine	460	64	FALSE
HMDB0001429	phosphate			""			""			""		Energy	Oxidative Phosphorylation	phosphate	461	42109	FALSE
HMDB0000801	phytanate			""			""			""		Xenobiotics	Food Component/Plant	phytanate	466	598	FALSE
HMDB0000795	pristanate			""			""			""		Lipid	Fatty Acid, Branched	pristanate	477	38271	FALSE
HMDB0000162,HMDB0003411	proline			""			""			""		Amino Acid	Urea cycle; Arginine and Proline Metabolism	proline	480	1898	FALSE
HMDB0000190	lactate			""			""			""		Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	lactate	482	527	FALSE
HMDB0000305	retinol (vitamin A)			""			""			""		Cofactors and Vitamins	Vitamin A Metabolism	retinol (vitamin A)	498	1806	FALSE
HMDB0000244	riboflavin (vitamin B2)			""			""			""		Cofactors and Vitamins	Riboflavin Metabolism	riboflavin (vitamin B2)	500	1827	FALSE
HMDB0001895	salicylate			""			""			""		Xenobiotics	Drug - Topical Agents	salicylate	501	1515	FALSE
HMDB0000187	serine			""			""			""		Amino Acid	Glycine, Serine and Threonine Metabolism	serine	503	1648	FALSE
HMDB0000259	serotonin			""			""			""		Amino Acid	Tryptophan Metabolism	serotonin	504	2342	FALSE
HMDB0000251	taurine			""			""			""		Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	taurine	512	2125	FALSE
HMDB0000806	myristate (14:0)			""			""			""		Lipid	Long Chain Saturated Fatty Acid	myristate (14:0)	519	1365	FALSE
HMDB0000294	urea			""			""			""		Amino Acid	Urea cycle; Arginine and Proline Metabolism	urea	533	1670	FALSE
HMDB0000296	uridine			""			""			""		Nucleotide	Pyrimidine Metabolism, Uracil containing	uridine	535	606	FALSE
HMDB0000012	2'-deoxyuridine			""			""			""		Nucleotide	Pyrimidine Metabolism, Uracil containing	2'-deoxyuridine	536	52602	FALSE
HMDB0000301	trans-urocanate			""			""			""		Amino Acid	Histidine Metabolism	trans-urocanate	537	607	FALSE
HMDB0000148	glutamate			""			""			""		Amino Acid	Glutamate Metabolism	glutamate	561	57	FALSE
HMDB0000641	glutamine			""			""			""		Amino Acid	Glutamate Metabolism	glutamine	563	53	FALSE
HMDB0000167	threonine			""			""			""		Amino Acid	Glycine, Serine and Threonine Metabolism	threonine	564	1284	FALSE
HMDB0000929	tryptophan			""			""			""		Amino Acid	Tryptophan Metabolism	tryptophan	565	54	FALSE
HMDB0000883	valine			""			""			""		Amino Acid	Leucine, Isoleucine and Valine Metabolism	valine	566	1649	FALSE
HMDB0000122	glucose			""			""			""		Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	glucose	572	20488	FALSE
HMDB0000005	alpha-ketobutyrate			""			""			""		Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	alpha-ketobutyrate	796	4968	FALSE
HMDB0000043	betaine			""			""			""		Amino Acid	Glycine, Serine and Threonine Metabolism	betaine	799	3141	FALSE
HMDB0000574	cysteine			""			""			""		Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	cysteine	800	1868	FALSE
HMDB0000169	mannose			""			""			""		Carbohydrate	Fructose, Mannose and Galactose Metabolism	mannose	803	48153	FALSE
HMDB0000092	dimethylglycine			""			""			""		Amino Acid	Glycine, Serine and Threonine Metabolism	dimethylglycine	806	5086	FALSE
HMDB0000161	alanine			""			""			""		Amino Acid	Alanine and Aspartate Metabolism	alanine	811	1126	FALSE
HMDB0000158	tyrosine			""			""			""		Amino Acid	Tyrosine Metabolism	tyrosine	815	1299	FALSE
HMDB0000691	malonate			""			""			""		Lipid	Fatty Acid Synthesis	malonate	818	15872	FALSE
HMDB0000767	pseudouridine			""			""			""		Nucleotide	Pyrimidine Metabolism, Uracil containing	pseudouridine	821	33442	FALSE
HMDB0000243	pyruvate			""			""			""		Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	pyruvate	823	48990	FALSE
HMDB0000300	uracil			""			""			""		Nucleotide	Pyrimidine Metabolism, Uracil containing	uracil	825	605	FALSE
HMDB0000089	cytidine			""			""			""		Nucleotide	Pyrimidine Metabolism, Cytidine containing	cytidine	827	514	FALSE
HMDB0001046	cotinine			""			""			""		Xenobiotics	Tobacco Metabolite	cotinine	848	553	FALSE
HMDB0001847	caffeine			""			""			""		Xenobiotics	Xanthine Metabolism	caffeine	849	569	FALSE
HMDB0000660	fructose			""			""			""		Carbohydrate	Fructose, Mannose and Galactose Metabolism	fructose	878	48195	FALSE
HMDB0000034	adenine			""			""			""		Nucleotide	Purine Metabolism, Adenine containing	adenine	880	554	FALSE
HMDB0000511	caprate (10:0)			""			""			""		Lipid	Medium Chain Fatty Acid	caprate (10:0)	888	1642	FALSE
HMDB0002259	margarate (17:0)			""			""			""		Lipid	Long Chain Saturated Fatty Acid	margarate (17:0)	891	1121	FALSE
HMDB0000772	nonadecanoate (19:0)			""			""			""		Lipid	Long Chain Saturated Fatty Acid	nonadecanoate (19:0)	892	1356	FALSE
HMDB0002212	arachidate (20:0)			""			""			""		Lipid	Long Chain Saturated Fatty Acid	arachidate (20:0)	893	1118	FALSE
HMDB0000163	maltose			""			""			""		Carbohydrate	Glycogen Metabolism	maltose	913	15586	FALSE
HMDB0000168	asparagine			""			""			""		Amino Acid	Alanine and Aspartate Metabolism	asparagine	917	512	FALSE
HMDB0011761	N-stearoyl-sphinganine (d18:0/18:0)*			""			""			""		Lipid	Dihydroceramides	N-stearoyl-sphinganine (d18:0/18:0)*	922	1759	FALSE
HMDB03349	dihydroorotate			""			""			""		Nucleotide	Pyrimidine Metabolism, Orotate containing	dihydroorotate	923	601	FALSE
HMDB0000666	heptanoate (7:0)			""			""			""		Lipid	Medium Chain Fatty Acid	heptanoate (7:0)	925	1644	FALSE
HMDB0000535	caproate (6:0)			""			""			""		Lipid	Medium Chain Fatty Acid	caproate (6:0)	926	32489	FALSE
HMDB0000482	caprylate (8:0)			""			""			""		Lipid	Medium Chain Fatty Acid	caprylate (8:0)	932	32492	FALSE
HMDB0000826	pentadecanoate (15:0)			""			""			""		Lipid	Long Chain Saturated Fatty Acid	pentadecanoate (15:0)	980	1361	FALSE
HMDB0000725	trans-4-hydroxyproline			""			""			""		Amino Acid	Urea cycle; Arginine and Proline Metabolism	trans-4-hydroxyproline	1001	32306	FALSE
HMDB0000462	allantoin			""			""			""		Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	allantoin	1002	1107	FALSE
HMDB0000292	xanthine			""			""			""		Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	xanthine	1004	3147	FALSE
HMDB0000267	5-oxoproline			""			""			""		Amino Acid	Glutathione Metabolism	5-oxoproline	1021	1494	FALSE
HMDB0000271	sarcosine			""			""			""		Amino Acid	Glycine, Serine and Threonine Metabolism	sarcosine	1023	1516	FALSE
HMDB0000210	pantothenate			""			""			""		Cofactors and Vitamins	Pantothenate and CoA Metabolism	pantothenate	1024	1508	FALSE
HMDB0000070	pipecolate			""			""			""		Amino Acid	Lysine Metabolism	pipecolate	1025	1444	FALSE
HMDB0000224	phosphoethanolamine			""			""			""		Lipid	Phospholipid Metabolism	phosphoethanolamine	1026	1600	FALSE
HMDB0000139,HMDB0006372	glycerate			""			""			""		Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	glycerate	1052	1572	FALSE
HMDB0000026	3-ureidopropionate			""			""			""		Nucleotide	Pyrimidine Metabolism, Uracil containing	3-ureidopropionate	1053	3155	FALSE
HMDB0011756	N-acetylleucine			""			""			""		Amino Acid	Leucine, Isoleucine and Valine Metabolism	N-acetylleucine	1082	1587	FALSE
HMDB0011745	N-acetylmethionine			""			""			""		Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	N-acetylmethionine	1083	1589	FALSE
HMDB0011757	N-acetylvaline			""			""			""		Amino Acid	Leucine, Isoleucine and Valine Metabolism	N-acetylvaline	1084	1591	FALSE
HMDB0002068	erucate (22:1n9)			""			""			""		Lipid	Long Chain Monounsaturated Fatty Acid	erucate (22:1n9)	1087	1552	FALSE
HMDB0000054	bilirubin (Z,Z)			""			""			""		Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	bilirubin (Z,Z)	1090	43807	FALSE
HMDB0000248	thyroxine			""			""			""		Amino Acid	Tyrosine Metabolism	thyroxine	1094	2761	FALSE
HMDB0000133	guanosine			""			""			""		Nucleotide	Purine Metabolism, Guanine containing	guanosine	1099	1573	FALSE
HMDB0011741	gamma-glutamyltyrosine			""			""			""		Peptide	Gamma-glutamyl Amino Acid	gamma-glutamyltyrosine	1102	2734	FALSE
HMDB0029738	methyl indole-3-acetate			""			""			""		Xenobiotics	Food Component/Plant	methyl indole-3-acetate	1104	1584	FALSE
HMDB0001893	alpha-tocopherol			""			""			""		Cofactors and Vitamins	Tocopherol Metabolism	alpha-tocopherol	1105	1561	FALSE
HMDB0000766	N-acetylalanine			""			""			""		Amino Acid	Alanine and Aspartate Metabolism	N-acetylalanine	1110	1585	FALSE
HMDB0000291	vanillylmandelate (VMA)			""			""			""		Amino Acid	Tyrosine Metabolism	vanillylmandelate (VMA)	1111	1567	FALSE
HMDB0003681	4-acetamidobutanoate			""			""			""		Amino Acid	Polyamine Metabolism	4-acetamidobutanoate	1113	1558	FALSE
HMDB0002166	3-aminoisobutyrate			""			""			""		Nucleotide	Pyrimidine Metabolism, Thymine containing	3-aminoisobutyrate	1114	1566	FALSE
HMDB0000518	chenodeoxycholate			""			""			""		Lipid	Primary Bile Acid Metabolism	chenodeoxycholate	1123	1563	FALSE
HMDB0000094	citrate			""			""			""		Energy	TCA Cycle	citrate	1124	1564	FALSE
HMDB0000076	5,6-dihydrouracil			""			""			""		Nucleotide	Pyrimidine Metabolism, Uracil containing	5,6-dihydrouracil	1125	1559	FALSE
HMDB0000452	2-aminobutyrate			""			""			""		Amino Acid	Glutathione Metabolism	2-aminobutyrate	1128	42374	FALSE
HMDB0000289	urate			""			""			""		Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	urate	1134	1604	FALSE
HMDB0000946	ursodeoxycholate			""			""			""		Lipid	Secondary Bile Acid Metabolism	ursodeoxycholate	1135	1605	FALSE
HMDB0011738	gamma-glutamylglutamine			""			""			""		Peptide	Gamma-glutamyl Amino Acid	gamma-glutamylglutamine	1140	2730	FALSE
HMDB0000707	4-hydroxyphenylpyruvate			""			""			""		Amino Acid	Tyrosine Metabolism	4-hydroxyphenylpyruvate	1141	1669	FALSE
HMDB0000230	N-acetylneuraminate			""			""			""		Carbohydrate	Aminosugar Metabolism	N-acetylneuraminate	1162	32377	FALSE
HMDB0000064	creatine			""			""			""		Amino Acid	Creatine Metabolism	creatine	1221	27718	FALSE
""	cys-gly, oxidized			""			""			""		Amino Acid	Glutathione Metabolism	cys-gly, oxidized	1224	18368	FALSE
HMDB0001425	estrone 3-sulfate			""			""			""		Lipid	Estrogenic Steroids	estrone 3-sulfate	1230	18474	FALSE
HMDB0005060	dihomo-linoleate (20:2n6)			""			""			""		Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	dihomo-linoleate (20:2n6)	1231	17805	FALSE
HMDB0029151	gamma-glutamylhistidine			""			""			""		Peptide	Gamma-glutamyl Amino Acid	gamma-glutamylhistidine	1235	18245	FALSE
HMDB0062549	2-hydroxystearate			""			""			""		Lipid	Fatty Acid, Monohydroxy	2-hydroxystearate	1239	17945	FALSE
HMDB0003331	N1-methyladenosine			""			""			""		Nucleotide	Purine Metabolism, Adenine containing	N1-methyladenosine	1242	15650	FALSE
HMDB0000131	glycerol			""			""			""		Lipid	Glycerolipid Metabolism	glycerol	1254	15122	FALSE
HMDB0000097	choline			""			""			""		Lipid	Phospholipid Metabolism	choline	1256	15506	FALSE
HMDB0012535	12-HHTrE			""			""			""		Lipid	Eicosanoid	12-HHTrE	1261	57393	FALSE
HMDB0011171	gamma-glutamylleucine			""			""			""		Peptide	Gamma-glutamyl Amino Acid	gamma-glutamylleucine	1268	18369	FALSE
HMDB0001434	3-methoxytyrosine			""			""			""		Amino Acid	Tyrosine Metabolism	3-methoxytyrosine	1342	12017	FALSE
HMDB0014615	fluoxetine			""			""			""		Xenobiotics	Drug - Psychoactive	fluoxetine	1382	44619	FALSE
HMDB0001859	4-acetamidophenol			""			""			""		Xenobiotics	Drug - Analgesics, Anesthetics	4-acetamidophenol	1383	12032	FALSE
HMDB0001923	naproxen			""			""			""		Xenobiotics	Drug - Analgesics, Anesthetics	naproxen	1384	12122	FALSE
HMDB0000754	beta-hydroxyisovalerate			""			""			""		Amino Acid	Leucine, Isoleucine and Valine Metabolism	beta-hydroxyisovalerate	1442	12129	FALSE
HMDB0001925	ibuprofen			""			""			""		Xenobiotics	Drug - Analgesics, Anesthetics	ibuprofen	1487	17799	FALSE
HMDB0004080	arachidonoyl ethanolamide			""			""			""		Lipid	Endocannabinoid	arachidonoyl ethanolamide	1488	32463	FALSE
HMDB0004949	N-palmitoyl-sphingosine (d18:1/16:0)			""			""			""		Lipid	Ceramides	N-palmitoyl-sphingosine (d18:1/16:0)	1518	44877	FALSE
HMDB0005320	1-palmitoyl-2-oleoyl-GPE (16:0/18:1)			""			""			""		Lipid	Phosphatidylethanolamine (PE)	1-palmitoyl-2-oleoyl-GPE (16:0/18:1)	1526	19263	FALSE
HMDB0009784	1-palmitoyl-2-linoleoyl-GPI (16:0/18:2)			""			""			""		Lipid	Phosphatidylinositol (PI)	1-palmitoyl-2-linoleoyl-GPI (16:0/18:2)	1528	52450	FALSE
HMDB0007973	1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)			""			""			""		Lipid	Phosphatidylcholine (PC)	1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)	1537	42446	FALSE
HMDB0001348	stearoyl sphingomyelin (d18:1/18:0)			""			""			""		Lipid	Sphingomyelins	stearoyl sphingomyelin (d18:1/18:0)	1538	19503	FALSE
HMDB0007972	1-palmitoyl-2-oleoyl-GPC (16:0/18:1)			""			""			""		Lipid	Phosphatidylcholine (PC)	1-palmitoyl-2-oleoyl-GPC (16:0/18:1)	1539	52461	FALSE
HMDB0004950	N-stearoyl-sphingosine (d18:1/18:0)*			""			""			""		Lipid	Ceramides	N-stearoyl-sphingosine (d18:1/18:0)*	1547	54979	FALSE
HMDB0000637	glycochenodeoxycholate			""			""			""		Lipid	Primary Bile Acid Metabolism	glycochenodeoxycholate	1628	32346	FALSE
HMDB0000951	taurochenodeoxycholate			""			""			""		Lipid	Primary Bile Acid Metabolism	taurochenodeoxycholate	1629	18494	FALSE
HMDB0000036	taurocholate			""			""			""		Lipid	Primary Bile Acid Metabolism	taurocholate	1648	18497	FALSE
HMDB0000896	taurodeoxycholate			""			""			""		Lipid	Secondary Bile Acid Metabolism	taurodeoxycholate	1668	12261	FALSE
HMDB0000840	2-hydroxyhippurate (salicylurate)			""			""			""		Xenobiotics	Benzoate Metabolism	2-hydroxyhippurate (salicylurate)	1869	18281	FALSE
HMDB0001932	metoprolol			""			""			""		Xenobiotics	Drug - Cardiovascular	metoprolol	2028	18037	FALSE
HMDB0000784	azelate (C9-DC)			""			""			""		Lipid	Fatty Acid, Dicarboxylate	azelate (C9-DC)	2029	18362	FALSE
""	3-(N-acetyl-cystein-S-yl) acetaminophen			""			""			""		Xenobiotics	Drug - Analgesics, Anesthetics	3-(N-acetyl-cystein-S-yl) acetaminophen	2048	45721	FALSE
HMDB0059911	4-acetaminophen sulfate			""			""			""		Xenobiotics	Drug - Analgesics, Anesthetics	4-acetaminophen sulfate	2049	37475	FALSE
HMDB0001999	eicosapentaenoate (EPA; 20:5n3)			""			""			""		Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	eicosapentaenoate (EPA; 20:5n3)	2050	18467	FALSE
HMDB0001844	methylsuccinate			""			""			""		Amino Acid	Leucine, Isoleucine and Valine Metabolism	methylsuccinate	2051	15745	FALSE
HMDB0000622	ethylmalonate			""			""			""		Amino Acid	Leucine, Isoleucine and Valine Metabolism	ethylmalonate	2054	15765	FALSE
HMDB0000062	carnitine			""			""			""		Lipid	Carnitine Metabolism	carnitine	100000007	15500	FALSE
HMDB0001870	benzoate			""			""			""		Xenobiotics	Benzoate Metabolism	benzoate	100000008	15778	FALSE
HMDB0000764	3-phenylpropionate (hydrocinnamate)			""			""			""		Xenobiotics	Benzoate Metabolism	3-phenylpropionate (hydrocinnamate)	100000010	15749	FALSE
HMDB0000209	phenylacetate			""			""			""		Amino Acid	Phenylalanine Metabolism	phenylacetate	100000011	57745	FALSE
HMDB0000714	hippurate			""			""			""		Xenobiotics	Benzoate Metabolism	hippurate	100000014	15753	FALSE
HMDB0000881	xanthurenate			""			""			""		Amino Acid	Tryptophan Metabolism	xanthurenate	100000015	15679	FALSE
HMDB0000893	suberate (C8-DC)			""			""			""		Lipid	Fatty Acid, Dicarboxylate	suberate (C8-DC)	100000016	15730	FALSE
HMDB0000491	3-methyl-2-oxovalerate			""			""			""		Amino Acid	Leucine, Isoleucine and Valine Metabolism	3-methyl-2-oxovalerate	100000036	15676	FALSE
HMDB0002005	methionine sulfoxide			""			""			""		Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	methionine sulfoxide	100000039	18374	FALSE
HMDB0000479	3-methylhistidine			""			""			""		Amino Acid	Histidine Metabolism	3-methylhistidine	100000042	15677	FALSE
HMDB0010316	4-acetamidophenylglucuronide			""			""			""		Xenobiotics	Drug - Analgesics, Anesthetics	4-acetamidophenylglucuronide	100000043	15736	FALSE
HMDB0000450	5-hydroxylysine			""			""			""		Amino Acid	Lysine Metabolism	5-hydroxylysine	100000054	15685	FALSE
HMDB0003464	4-guanidinobutanoate			""			""			""		Amino Acid	Guanidino and Acetamido Metabolism	4-guanidinobutanoate	100000096	15681	FALSE
HMDB0000857	pimelate (C7-DC)			""			""			""		Lipid	Fatty Acid, Dicarboxylate	pimelate (C7-DC)	100000101	15704	FALSE
HMDB0000127	glucuronate			""			""			""		Carbohydrate	Aminosugar Metabolism	glucuronate	100000257	15443	FALSE
HMDB0000126	glycerol 3-phosphate			""			""			""		Lipid	Glycerolipid Metabolism	glycerol 3-phosphate	100000258	43847	FALSE
HMDB0002320	imidazole lactate			""			""			""		Amino Acid	Histidine Metabolism	imidazole lactate	100000263	15716	FALSE
HMDB0000684	kynurenine			""			""			""		Amino Acid	Tryptophan Metabolism	kynurenine	100000265	15140	FALSE
HMDB0000086	glycerophosphorylcholine (GPC)			""			""			""		Lipid	Phospholipid Metabolism	glycerophosphorylcholine (GPC)	100000269	15990	FALSE
HMDB0001262	maltotriose			""			""			""		Carbohydrate	Glycogen Metabolism	maltotriose	100000276	44688	FALSE
HMDB0001138	N-acetylglutamate			""			""			""		Amino Acid	Glutamate Metabolism	N-acetylglutamate	100000282	15720	FALSE
HMDB0000956,HMDB0062642	tartarate			""			""			""		Xenobiotics	Food Component/Plant	tartarate	100000295	15336	FALSE
HMDB0000299	xanthosine			""			""			""		Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	xanthosine	100000299	15136	FALSE
HMDB0002917,HMDB0001851,HMDB0000568,HMDB0000508	ribitol			""			""			""		Carbohydrate	Pentose Metabolism	ribitol	100000406	15772	FALSE
