hmdb_id	name	pubchem_id	chebi_id	kegg_id	metlin_id	lipid	smiles	exactmass	formula	inchi_key	super_class	main_class	sub_class	synonym	chem_id	comp_id	derived_feature
HMDB00939	S-adenosylhomocysteine (SAH)			""			""			""		Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	S-adenosylhomocysteine (SAH)	197	42382	FALSE
HMDB34323	S-allylcysteine			""			""			""		Xenobiotics	Food Component/Plant	S-allylcysteine	100004509	43239	FALSE
HMDB02108	S-methylcysteine			""			""			""		Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	S-methylcysteine	100002749	39592	FALSE
HMDB29432	S-methylcysteine sulfoxide			""			""			""		Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	S-methylcysteine sulfoxide	100002927	43378	FALSE
HMDB29723	saccharin			""			""			""		Xenobiotics	Food Component/Plant	saccharin	100000870	21151	FALSE
HMDB01895	salicylate			""			""			""		Xenobiotics	Drug - Topical Agents	salicylate	501	1515	FALSE
""	salicyluric glucuronide*			""			""			""		Xenobiotics	Drug - Analgesics, Anesthetics	salicyluric glucuronide*	100001332	33384	FALSE
HMDB00271	sarcosine			""			""			""		Amino Acid	Glycine, Serine and Threonine Metabolism	sarcosine	1023	1516	FALSE
HMDB00792	sebacate (C10-DC)			""			""			""		Lipid	Fatty Acid, Dicarboxylate	sebacate (C10-DC)	100001211	32398	FALSE
HMDB00187	serine			""			""			""		Amino Acid	Glycine, Serine and Threonine Metabolism	serine	503	1648	FALSE
HMDB00259	serotonin			""			""			""		Amino Acid	Tryptophan Metabolism	serotonin	504	2342	FALSE
HMDB05039	sildenafil			""			""			""		Xenobiotics	Drug - Cardiovascular	sildenafil	100008971	52961	FALSE
""	sitagliptin			""			""			""		Xenobiotics	Drug - Metabolic	sitagliptin	100008964	52954	FALSE
HMDB03236	solanidine			""			""			""		Xenobiotics	Food Component/Plant	solanidine	100002773	39788	FALSE
""	sphingadienine			""			""			""		Lipid	Sphingolipid Synthesis	sphingadienine	100015643	57426	FALSE
HMDB00269	sphinganine			""			""			""		Lipid	Sphingolipid Synthesis	sphinganine	313	17769	FALSE
HMDB01383	sphinganine-1-phosphate			""			""			""		Lipid	Sphingolipid Synthesis	sphinganine-1-phosphate	100001876	52605	FALSE
""	sphingomyelin (d17:1/14:0, d16:1/15:0)*			""			""			""		Lipid	Sphingomyelins	sphingomyelin (d17:1/14:0, d16:1/15:0)*	100020276	62152	FALSE
""	sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*			""			""			""		Lipid	Sphingomyelins	sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*	100006314	52433	FALSE
""	sphingomyelin (d17:2/16:0, d18:2/15:0)*			""			""			""		Lipid	Sphingomyelins	sphingomyelin (d17:2/16:0, d18:2/15:0)*	100015793	57483	FALSE
HMDB12087	sphingomyelin (d18:0/18:0, d19:0/17:0)*			""			""			""		Lipid	Dihydrosphingomyelins	sphingomyelin (d18:0/18:0, d19:0/17:0)*	100009027	57473	FALSE
""	sphingomyelin (d18:0/20:0, d16:0/22:0)*			""			""			""		Lipid	Dihydrosphingomyelins	sphingomyelin (d18:0/20:0, d16:0/22:0)*	100015786	57476	FALSE
HMDB12097	sphingomyelin (d18:1/14:0, d16:1/16:0)*			""			""			""		Lipid	Sphingomyelins	sphingomyelin (d18:1/14:0, d16:1/16:0)*	100004328	42463	FALSE
""	sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)			""			""			""		Lipid	Sphingomyelins	sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)	100008920	52615	FALSE
HMDB12101	sphingomyelin (d18:1/18:1, d18:2/18:0)			""			""			""		Lipid	Sphingomyelins	sphingomyelin (d18:1/18:1, d18:2/18:0)	100002106	37529	FALSE
""	sphingomyelin (d18:1/19:0, d19:1/18:0)*			""			""			""		Lipid	Sphingomyelins	sphingomyelin (d18:1/19:0, d19:1/18:0)*	100015787	57475	FALSE
HMDB12102	sphingomyelin (d18:1/20:0, d16:1/22:0)*			""			""			""		Lipid	Sphingomyelins	sphingomyelin (d18:1/20:0, d16:1/22:0)*	100006290	48490	FALSE
""	sphingomyelin (d18:1/20:1, d18:2/20:0)*			""			""			""		Lipid	Sphingomyelins	sphingomyelin (d18:1/20:1, d18:2/20:0)*	100006292	48491	FALSE
""	sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*			""			""			""		Lipid	Sphingomyelins	sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*	100006293	57481	FALSE
""	sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*			""			""			""		Lipid	Sphingomyelins	sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*	100009025	52495	FALSE
HMDB12104	sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*			""			""			""		Lipid	Sphingomyelins	sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*	100006295	48493	FALSE
""	sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*			""			""			""		Lipid	Sphingomyelins	sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*	100006296	57477	FALSE
HMDB12107	sphingomyelin (d18:1/24:1, d18:2/24:0)*			""			""			""		Lipid	Sphingomyelins	sphingomyelin (d18:1/24:1, d18:2/24:0)*	100005986	47153	FALSE
""	sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*			""			""			""		Lipid	Sphingomyelins	sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*	100015792	57478	FALSE
""	sphingomyelin (d18:2/14:0, d18:1/14:1)*			""			""			""		Lipid	Sphingomyelins	sphingomyelin (d18:2/14:0, d18:1/14:1)*	100005985	47154	FALSE
""	sphingomyelin (d18:2/16:0, d18:1/16:1)*			""			""			""		Lipid	Sphingomyelins	sphingomyelin (d18:2/16:0, d18:1/16:1)*	100004329	42459	FALSE
""	sphingomyelin (d18:2/18:1)*			""			""			""		Lipid	Sphingomyelins	sphingomyelin (d18:2/18:1)*	100015788	57474	FALSE
""	sphingomyelin (d18:2/21:0, d16:2/23:0)*			""			""			""		Lipid	Sphingomyelins	sphingomyelin (d18:2/21:0, d16:2/23:0)*	100015790	57480	FALSE
""	sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*			""			""			""		Lipid	Sphingomyelins	sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*	100008956	52435	FALSE
""	sphingomyelin (d18:2/23:1)*			""			""			""		Lipid	Sphingomyelins	sphingomyelin (d18:2/23:1)*	100015791	57482	FALSE
""	sphingomyelin (d18:2/24:1, d18:1/24:2)*			""			""			""		Lipid	Sphingomyelins	sphingomyelin (d18:2/24:1, d18:1/24:2)*	100008957	52437	FALSE
""	sphingomyelin (d18:2/24:2)*			""			""			""		Lipid	Sphingomyelins	sphingomyelin (d18:2/24:2)*	100015789	57479	FALSE
HMDB00252	sphingosine			""			""			""		Lipid	Sphingosines	sphingosine	297	17747	FALSE
HMDB00277	sphingosine 1-phosphate			""			""			""		Lipid	Sphingosines	sphingosine 1-phosphate	100000626	34445	FALSE
HMDB04827	stachydrine			""			""			""		Xenobiotics	Food Component/Plant	stachydrine	100001296	34384	FALSE
HMDB00827	stearate (18:0)			""			""			""		Lipid	Long Chain Fatty Acid	stearate (18:0)	439	1358	FALSE
HMDB06547	stearidonate (18:4n3)			""			""			""		Lipid	Polyunsaturated Fatty Acid (n3 and n6)	stearidonate (18:4n3)	100001229	33969	FALSE
HMDB01348	stearoyl sphingomyelin (d18:1/18:0)			""			""			""		Lipid	Sphingomyelins	stearoyl sphingomyelin (d18:1/18:0)	1538	19503	FALSE
""	stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*			""			""			""		Lipid	Diacylglycerol	stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*	100010949	57450	FALSE
""	stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*			""			""			""		Lipid	Diacylglycerol	stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*	100010950	57449	FALSE
HMDB00848	stearoylcarnitine (C18)			""			""			""		Lipid	Fatty Acid Metabolism(Acyl Carnitine)	stearoylcarnitine (C18)	100001391	34409	FALSE
""	stearoylcholine*			""			""			""		Lipid	Fatty Acid Metabolism (Acyl Choline)	stearoylcholine*	100015759	57464	FALSE
HMDB00893	suberate (C8-DC)			""			""			""		Lipid	Fatty Acid, Dicarboxylate	suberate (C8-DC)	100000016	15730	FALSE
""	suberoylcarnitine (C8-DC)			""			""			""		Lipid	Fatty Acid Metabolism(Acyl Carnitine)	suberoylcarnitine (C8-DC)	100006627	52990	FALSE
HMDB00254	succinate			""			""			""		Energy	TCA Cycle	succinate	252	1437	FALSE
""	succinimide			""			""			""		Xenobiotics	Chemical	succinimide	100003696	41888	FALSE
HMDB61717	succinylcarnitine (C4-DC)			""			""			""		Energy	TCA Cycle	succinylcarnitine (C4-DC)	100001948	37058	FALSE
""	sulfate of piperine metabolite C16H19NO3 (2)*			""			""			""		Xenobiotics	Food Component/Plant	sulfate of piperine metabolite C16H19NO3 (2)*	100020496	62295	FALSE
""	sulfate of piperine metabolite C16H19NO3 (3)*			""			""			""		Xenobiotics	Food Component/Plant	sulfate of piperine metabolite C16H19NO3 (3)*	100020497	62296	FALSE
""	sulfate of piperine metabolite C18H21NO3 (1)*			""			""			""		Xenobiotics	Food Component/Plant	sulfate of piperine metabolite C18H21NO3 (1)*	100020502	62297	FALSE
""	sulfate of piperine metabolite C18H21NO3 (3)*			""			""			""		Xenobiotics	Food Component/Plant	sulfate of piperine metabolite C18H21NO3 (3)*	100020504	62299	FALSE
HMDB01448	sulfate*			""			""			""		Xenobiotics	Chemical	sulfate*	100002528	46960	FALSE
""	tadalafil			""			""			""		Xenobiotics	Drug - Cardiovascular	tadalafil	100008974	52950	FALSE
HMDB00956	tartarate			""			""			""		Xenobiotics	Food Component/Plant	tartarate	100000295	15336	FALSE
HMDB35227	tartronate (hydroxymalonate)			""			""			""		Xenobiotics	Bacterial/Fungal	tartronate (hydroxymalonate)	100000840	20693	FALSE
HMDB00251	taurine			""			""			""		Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	taurine	512	2125	FALSE
HMDB00932	tauro-beta-muricholate			""			""			""		Lipid	Primary Bile Acid Metabolism	tauro-beta-muricholate	100001250	33983	FALSE
HMDB00951	taurochenodeoxycholate			""			""			""		Lipid	Primary Bile Acid Metabolism	taurochenodeoxycholate	1629	18494	FALSE
HMDB00036	taurocholate			""			""			""		Lipid	Primary Bile Acid Metabolism	taurocholate	1648	18497	FALSE
""	taurocholenate sulfate*			""			""			""		Lipid	Secondary Bile Acid Metabolism	taurocholenate sulfate*	100001990	32807	FALSE
HMDB00896	taurodeoxycholate			""			""			""		Lipid	Secondary Bile Acid Metabolism	taurodeoxycholate	1668	12261	FALSE
HMDB02580	taurolithocholate 3-sulfate			""			""			""		Lipid	Secondary Bile Acid Metabolism	taurolithocholate 3-sulfate	100001658	36850	FALSE
HMDB00874	tauroursodeoxycholate			""			""			""		Lipid	Secondary Bile Acid Metabolism	tauroursodeoxycholate	100002912	39378	FALSE
HMDB00872	tetradecanedioate (C14-DC)			""			""			""		Lipid	Fatty Acid, Dicarboxylate	tetradecanedioate (C14-DC)	100001613	35669	FALSE
""	THC carboxylic acid			""			""			""		Xenobiotics	Drug - Psychoactive	THC carboxylic acid	100016048	61836	FALSE
HMDB34365	theanine			""			""			""		Xenobiotics	Food Component/Plant	theanine	100000784	22206	FALSE
HMDB01889	theophylline			""			""			""		Xenobiotics	Xanthine Metabolism	theophylline	100000437	18394	FALSE
""	thioproline			""			""			""		Xenobiotics	Chemical	thioproline	100009232	53231	FALSE
HMDB00943	threonate			""			""			""		Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	threonate	100001022	27738	FALSE
HMDB00167	threonine			""			""			""		Amino Acid	Glycine, Serine and Threonine Metabolism	threonine	564	1284	FALSE
HMDB29068	threonylphenylalanine			""			""			""		Peptide	Dipeptide	threonylphenylalanine	100001125	31530	FALSE
HMDB01878	thymol sulfate			""			""			""		Xenobiotics	Food Component/Plant	thymol sulfate	100001757	36095	FALSE
HMDB01918	thyroxine			""			""			""		Amino Acid	Tyrosine Metabolism	thyroxine	1094	2761	FALSE
HMDB02366	tiglylcarnitine (C5:1-DC)			""			""			""		Amino Acid	Leucine, Isoleucine and Valine Metabolism	tiglylcarnitine (C5:1-DC)	100001597	35428	FALSE
HMDB14339	tramadol			""			""			""		Xenobiotics	Drug - Analgesics, Anesthetics	tramadol	100006381	53241	FALSE
HMDB00725	trans-4-hydroxyproline			""			""			""		Amino Acid	Urea cycle; Arginine and Proline Metabolism	trans-4-hydroxyproline	1001	32306	FALSE
HMDB00301	trans-urocanate			""			""			""		Amino Acid	Histidine Metabolism	trans-urocanate	537	607	FALSE
HMDB14794	trazadone			""			""			""		Xenobiotics	Drug - Psychoactive	trazadone	100015783	57691	FALSE
HMDB12105	tricosanoyl sphingomyelin (d18:1/23:0)*			""			""			""		Lipid	Sphingomyelins	tricosanoyl sphingomyelin (d18:1/23:0)*	100008955	52436	FALSE
HMDB32538	triethanolamine			""			""			""		Xenobiotics	Chemical	triethanolamine	100000989	22202	FALSE
HMDB00875	trigonelline (N'-methylnicotinate)			""			""			""		Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	trigonelline (N'-methylnicotinate)	100001092	32401	FALSE
HMDB00925	trimethylamine N-oxide			""			""			""		Lipid	Phospholipid Metabolism	trimethylamine N-oxide	100003397	40406	FALSE
HMDB00929	tryptophan			""			""			""		Amino Acid	Tryptophan Metabolism	tryptophan	565	54	FALSE
HMDB61115	tryptophan betaine			""			""			""		Amino Acid	Tryptophan Metabolism	tryptophan betaine	100001743	37097	FALSE
HMDB06409	tyramine O-sulfate			""			""			""		Amino Acid	Tyrosine Metabolism	tyramine O-sulfate	100006092	48408	FALSE
HMDB00158	tyrosine			""			""			""		Amino Acid	Tyrosine Metabolism	tyrosine	815	1299	FALSE
""	umbelliferone sulfate			""			""			""		Xenobiotics	Food Component/Plant	umbelliferone sulfate	100006282	48674	FALSE
HMDB00300	uracil			""			""			""		Nucleotide	Pyrimidine Metabolism, Uracil containing	uracil	825	605	FALSE
HMDB00289	urate			""			""			""		Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	urate	1134	1604	FALSE
HMDB00294	urea			""			""			""		Amino Acid	Urea cycle; Arginine and Proline Metabolism	urea	533	1670	FALSE
HMDB00296	uridine			""			""			""		Nucleotide	Pyrimidine Metabolism, Uracil containing	uridine	535	606	FALSE
HMDB00946	ursodeoxycholate			""			""			""		Lipid	Secondary Bile Acid Metabolism	ursodeoxycholate	1135	1605	FALSE
HMDB00883	valine			""			""			""		Amino Acid	Leucine, Isoleucine and Valine Metabolism	valine	566	1649	FALSE
HMDB29127	valylglycine			""			""			""		Peptide	Dipeptide	valylglycine	100003641	40475	FALSE
HMDB00913	vanillactate			""			""			""		Amino Acid	Tyrosine Metabolism	vanillactate	100006129	54910	FALSE
HMDB00291	vanillylmandelate (VMA)			""			""			""		Amino Acid	Tyrosine Metabolism	vanillylmandelate (VMA)	1111	1567	FALSE
HMDB05016	venlafaxine			""			""			""		Xenobiotics	Drug - Psychoactive	venlafaxine	100002807	38623	FALSE
HMDB01850	verapamil			""			""			""		Xenobiotics	Drug - Cardiovascular	verapamil	100004028	42990	FALSE
HMDB01935	warfarin			""			""			""		Xenobiotics	Drug - Cardiovascular	warfarin	100004175	43335	FALSE
HMDB00292	xanthine			""			""			""		Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	xanthine	1004	3147	FALSE
HMDB00299	xanthosine			""			""			""		Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	xanthosine	100000299	15136	FALSE
HMDB00881	xanthurenate			""			""			""		Amino Acid	Tryptophan Metabolism	xanthurenate	100000015	15679	FALSE
""	ximenoylcarnitine (C26:1)*			""			""			""		Lipid	Fatty Acid Metabolism(Acyl Carnitine)	ximenoylcarnitine (C26:1)*	100015836	57517	FALSE
""	X - 07765			""			""			""		""	""	X - 07765		46590	FALSE
""	X - 09789			""			""			""		""	""	X - 09789		46355	FALSE
""	X - 11261			""			""			""		""	""	X - 11261		32578	FALSE
""	X - 11299			""			""			""		""	""	X - 11299		46592	FALSE
""	X - 11308			""			""			""		""	""	X - 11308		46390	FALSE
""	X - 11315			""			""			""		""	""	X - 11315		49592	FALSE
""	X - 11372			""			""			""		""	""	X - 11372		46594	FALSE
""	X - 11378			""			""			""		""	""	X - 11378		46595	FALSE
""	X - 11381			""			""			""		""	""	X - 11381		32698	FALSE
""	X - 11407			""			""			""		""	""	X - 11407		46596	FALSE
""	X - 11438			""			""			""		""	""	X - 11438		46598	FALSE
""	X - 11440			""			""			""		""	""	X - 11440		46599	FALSE
""	X - 11441			""			""			""		""	""	X - 11441		46360	FALSE
""	X - 11442			""			""			""		""	""	X - 11442		46443	FALSE
""	X - 11444			""			""			""		""	""	X - 11444		46460	FALSE
""	X - 11470			""			""			""		""	""	X - 11470		46601	FALSE
""	X - 11478			""			""			""		""	""	X - 11478		46602	FALSE
""	X - 11483			""			""			""		""	""	X - 11483		47650	FALSE
""	X - 11491			""			""			""		""	""	X - 11491		47651	FALSE
""	X - 11522			""			""			""		""	""	X - 11522		46914	FALSE
""	X - 11530			""			""			""		""	""	X - 11530		46603	FALSE
""	X - 11549			""			""			""		""	""	X - 11549		47652	FALSE
""	X - 11564			""			""			""		""	""	X - 11564		46260	FALSE
""	X - 11787			""			""			""		""	""	X - 11787		33132	FALSE
""	X - 11795			""			""			""		""	""	X - 11795		33140	FALSE
""	X - 11805			""			""			""		""	""	X - 11805		46509	FALSE
""	X - 11843			""			""			""		""	""	X - 11843		46466	FALSE
""	X - 11847			""			""			""		""	""	X - 11847		46488	FALSE
""	X - 11849			""			""			""		""	""	X - 11849		46607	FALSE
""	X - 11850			""			""			""		""	""	X - 11850		46507	FALSE
""	X - 11852			""			""			""		""	""	X - 11852		46521	FALSE
""	X - 11858			""			""			""		""	""	X - 11858		47654	FALSE
""	X - 11880			""			""			""		""	""	X - 11880		46608	FALSE
""	X - 12007			""			""			""		""	""	X - 12007		46610	FALSE
""	X - 12013			""			""			""		""	""	X - 12013		46611	FALSE
""	X - 12015			""			""			""		""	""	X - 12015		47390	FALSE
""	X - 12026			""			""			""		""	""	X - 12026		47905	FALSE
""	X - 12063			""			""			""		""	""	X - 12063		46588	FALSE
""	X - 12100			""			""			""		""	""	X - 12100		47687	FALSE
""	X - 12101			""			""			""		""	""	X - 12101		47642	FALSE
""	X - 12104			""			""			""		""	""	X - 12104		52597	FALSE
""	X - 12117			""			""			""		""	""	X - 12117		47695	FALSE
""	X - 12126			""			""			""		""	""	X - 12126		46966	FALSE
""	X - 12127			""			""			""		""	""	X - 12127		47702	FALSE
""	X - 12170			""			""			""		""	""	X - 12170		47909	FALSE
""	X - 12193			""			""			""		""	""	X - 12193		46985	FALSE
""	X - 12206			""			""			""		""	""	X - 12206		46612	FALSE
""	X - 12212			""			""			""		""	""	X - 12212		46358	FALSE
""	X - 12216			""			""			""		""	""	X - 12216		46613	FALSE
""	X - 12230			""			""			""		""	""	X - 12230		46614	FALSE
""	X - 12261			""			""			""		""	""	X - 12261		47657	FALSE
""	X - 12306			""			""			""		""	""	X - 12306		47917	FALSE
""	X - 12329			""			""			""		""	""	X - 12329		47659	FALSE
""	X - 12407			""			""			""		""	""	X - 12407		46615	FALSE
""	X - 12410			""			""			""		""	""	X - 12410		47921	FALSE
""	X - 12411			""			""			""		""	""	X - 12411		46616	FALSE
""	X - 12442			""			""			""		""	""	X - 12442		46618	FALSE
""	X - 12456			""			""			""		""	""	X - 12456		47639	FALSE
""	X - 12459			""			""			""		""	""	X - 12459		33904	FALSE
""	X - 12462			""			""			""		""	""	X - 12462		46620	FALSE
""	X - 12472			""			""			""		""	""	X - 12472		46628	FALSE
""	X - 12524			""			""			""		""	""	X - 12524		46621	FALSE
""	X - 12543			""			""			""		""	""	X - 12543		47922	FALSE
""	X - 12544			""			""			""		""	""	X - 12544		46510	FALSE
""	X - 12680			""			""			""		""	""	X - 12680		47201	FALSE
""	X - 12707			""			""			""		""	""	X - 12707		47929	FALSE
""	X - 12714			""			""			""		""	""	X - 12714		46318	FALSE
""	X - 12718			""			""			""		""	""	X - 12718		46973	FALSE
""	X - 12729			""			""			""		""	""	X - 12729		46623	FALSE
""	X - 12730			""			""			""		""	""	X - 12730		47937	FALSE
""	X - 12731			""			""			""		""	""	X - 12731		47938	FALSE
""	X - 12739			""			""			""		""	""	X - 12739		46626	FALSE
""	X - 12740			""			""			""		""	""	X - 12740		46627	FALSE
""	X - 12798			""			""			""		""	""	X - 12798		46624	FALSE
""	X - 12812			""			""			""		""	""	X - 12812		46986	FALSE
""	X - 12816			""			""			""		""	""	X - 12816		46630	FALSE
""	X - 12822			""			""			""		""	""	X - 12822		46997	FALSE
""	X - 12830			""			""			""		""	""	X - 12830		47662	FALSE
""	X - 12839			""			""			""		""	""	X - 12839		47014	FALSE
""	X - 12844			""			""			""		""	""	X - 12844		46633	FALSE
""	X - 12846			""			""			""		""	""	X - 12846		46634	FALSE
""	X - 12847			""			""			""		""	""	X - 12847		46364	FALSE
""	X - 12849			""			""			""		""	""	X - 12849		46636	FALSE
""	X - 12851			""			""			""		""	""	X - 12851		46639	FALSE
""	X - 12906			""			""			""		""	""	X - 12906		47955	FALSE
""	X - 13431			""			""			""		""	""	X - 13431		47788	FALSE
""	X - 13553			""			""			""		""	""	X - 13553		47959	FALSE
""	X - 13684			""			""			""		""	""	X - 13684		47790	FALSE
""	X - 13689			""			""			""		""	""	X - 13689		47774	FALSE
""	X - 13726			""			""			""		""	""	X - 13726		47967	FALSE
""	X - 13728			""			""			""		""	""	X - 13728		46645	FALSE
""	X - 13729			""			""			""		""	""	X - 13729		47971	FALSE
""	X - 13737			""			""			""		""	""	X - 13737		47441	FALSE
""	X - 13835			""			""			""		""	""	X - 13835		46646	FALSE
""	X - 13844			""			""			""		""	""	X - 13844		47977	FALSE
""	X - 13866			""			""			""		""	""	X - 13866		46417	FALSE
""	X - 14056			""			""			""		""	""	X - 14056		46632	FALSE
""	X - 14082			""			""			""		""	""	X - 14082		47984	FALSE
""	X - 14626			""			""			""		""	""	X - 14626		46655	FALSE
""	X - 14658			""			""			""		""	""	X - 14658		46652	FALSE
""	X - 14662			""			""			""		""	""	X - 14662		46656	FALSE
""	X - 14838			""			""			""		""	""	X - 14838		47787	FALSE
""	X - 14939			""			""			""		""	""	X - 14939		46657	FALSE
""	X - 15220			""			""			""		""	""	X - 15220		46658	FALSE
""	X - 15245			""			""			""		""	""	X - 15245		46661	FALSE
""	X - 15469			""			""			""		""	""	X - 15469		46640	FALSE
""	X - 15486			""			""			""		""	""	X - 15486		46266	FALSE
""	X - 15492			""			""			""		""	""	X - 15492		46662	FALSE
""	X - 15503			""			""			""		""	""	X - 15503		46977	FALSE
""	X - 15674			""			""			""		""	""	X - 15674		46665	FALSE
""	X - 15728			""			""			""		""	""	X - 15728		46666	FALSE
""	X - 16071			""			""			""		""	""	X - 16071		46738	FALSE
""	X - 16087			""			""			""		""	""	X - 16087		47988	FALSE
""	X - 16123			""			""			""		""	""	X - 16123		46668	FALSE
